"spkid","full_name","diameter","per","moid","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per_y","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
20003200,"  3200 Phaethon (1983 TB)",6.25,524,0.0187,3200,Phaethon,,Y,Y,0,14.39,,,,,,,,0.1066,3.604,,,,,B,F,,0.15,"JPL 932",2461000.5,61000,2025-11-21.0,J2000,0.8897,1.271,0.140,22.31,265.10,322.31,163.98,2.40,0.6875,2460762.00,2025-03-27.4,1.43,7.28,2.73,4.51,4.7e-10,7.7e-10,6.3e-10,9.4e-08,1.7e-07,1.5e-07,1.2e-06,1.5e-09,6.2e-10,1.6e-06,4.7e-07,APO,"Otto Matic",15317,1983-10-27,2025-10-03,8100,8,0,0,.34483,,,,-6.1e-15,3.7e-16,,,,
20003271,"  3271 Ul (1982 RB)",,1.11e+03,0.276,3271,Ul,,Y,N,0,16.57,,,,,,,,,,,,,,,,,,79,2461000.5,61000,2025-11-21.0,J2000,0.3955,2.102,1.270,25.07,158.80,159.10,73.99,2.93,0.3235,2460771.75,2025-04-06.2,3.05,107,2.48,3.53,1.0e-07,1.8e-08,2.1e-07,8.6e-06,1.0e-05,5.0e-05,8.3e-05,2.5e-08,4.2e-09,2.5e-04,1.4e-05,AMO,"Otto Matic",15702,1982-09-14,2025-09-10,267,,,0,.55584,,,,,,,,,
20003288,"  3288 Seleucus (1982 DV)",2.8,1.06e+03,0.105,3288,Seleucus,,Y,N,0,15.34,,,,,,,,0.22,75,,0.910,0.500,,K,S,,,506,2461000.5,61000,2025-11-21.0,J2000,0.4545,2.034,1.110,5.93,218.58,349.40,16.88,2.96,0.3397,2460950.81,2025-10-02.3,2.9,40.7,2.01,3.67,1.4e-09,1.4e-09,2.8e-09,9.0e-08,9.1e-07,8.3e-07,1.1e-06,2.0e-09,3.4e-10,3.3e-06,1.1e-06,AMO,"Otto Matic",15707,1982-02-28,2025-03-01,2813,,,0,.48773,,,,,,,,,
20003352,"  3352 McAuliffe (1981 CW)",,941,0.202,3352,McAuliffe,,Y,N,0,15.93,,,,,,,,,2.206,,,,,A,,,,523,2461000.5,61000,2025-11-21.0,J2000,0.3691,1.879,1.185,4.77,107.33,16.10,140.89,2.57,0.3826,2460632.30,2024-11-17.8,2.58,78.7,2.53,3.88,2.4e-09,1.3e-09,4.4e-09,1.9e-07,2.5e-06,2.3e-06,1.3e-06,1.8e-09,4.1e-10,3.1e-06,1.0e-06,AMO,"Otto Matic",16240,1981-02-06,2025-07-25,3125,,,0,.44761,,,,,,,,,
20003360,"  3360 Syrinx (1981 VA)",1.8,1.41e+03,0.11,3360,Syrinx,,Y,N,0,16.04,,,,,,,,0.17,,,,,,,,,,142,2461000.5,61000,2025-11-21.0,J2000,0.7474,2.466,0.623,21.07,242.24,63.71,151.22,4.31,0.2545,2460406.22,2024-04-05.7,3.87,42.8,1.77,2.96,6.9e-10,1.4e-09,1.6e-09,2.1e-07,3.6e-07,4.7e-07,7.3e-07,2.4e-09,2.1e-10,2.4e-06,1.2e-06,APO,"Otto Matic",15790,1981-11-04,2025-01-27,671,,,0,.50666,,,,,,,,,
20003361,"  3361 Orpheus (1982 HR)",0.3,486,0.0146,3361,Orpheus,,Y,Y,0,19.56,,,,,,,,0.357,3.5327,,1.022,0.503,,,,,,"JPL 198",2461000.5,61000,2025-11-21.0,J2000,0.3232,1.21,0.819,2.65,188.44,302.65,320.55,1.60,0.7404,2461053.79,2026-01-13.2,1.33,5.7,3.46,5.21,3.6e-08,2.9e-09,4.3e-08,2.1e-06,3.3e-05,3.3e-05,2.3e-06,3.8e-09,2.6e-09,3.3e-06,1.7e-06,APO,"Otto Matic",15868,1982-04-24,2025-10-03,2796,2,0,0,.22792,,,,1.9e-14,2.3e-15,,,,
20003362,"  3362 Khufu (1984 QA)",0.7,360,0.013,3362,Khufu,,Y,Y,0,18.52,,,,,,,,0.21,,,,,,,,,,24,2461000.5,61000,2025-11-21.0,J2000,0.4685,0.9895,0.526,9.92,152.40,55.09,40.38,1.45,1.001,2460960.17,2025-10-11.6,0.984,5.06,3.52,6.02,5.7e-07,1.2e-08,5.7e-07,1.2e-05,5.8e-05,4.8e-05,2.2e-04,1.7e-08,1.8e-08,2.2e-04,6.3e-06,ATE,"Otto Matic",7394,1984-08-30,2004-11-27,262,,,1,.6347,,,,,,,,,
20003551,"  3551 Verenia (1983 RD)",0.9,1.11e+03,0.0749,3551,Verenia,,Y,N,0,16.72,,,,,,,,0.37,4.93,,0.839,0.481,,,V,,,144,2461000.5,61000,2025-11-21.0,J2000,0.4868,2.093,1.074,9.51,173.77,193.30,333.30,3.11,0.3255,2461082.53,2026-02-11.0,3.03,29.2,2.34,3.58,6.6e-08,1.1e-08,1.4e-07,4.4e-06,2.8e-05,3.4e-05,4.2e-05,1.6e-08,2.5e-09,1.3e-04,8.4e-06,AMO,"Otto Matic",15267,1983-09-07,2025-06-25,647,,,0,.57261,,,,,,,,,
20003552,"  3552 Don Quixote (1983 SA)",19.0,3.22e+03,0.342,3552,"Don Quixote",,Y,N,0,13.04,,,,,,,,0.03,6.665,,,,,D,D,,,296,2461000.5,61000,2025-11-21.0,J2000,0.7073,4.27,1.250,31.05,349.97,316.49,308.26,7.29,0.1117,2461463.64,2027-02-27.1,8.82,133,0.426,2.32,2.7e-08,2.0e-08,1.2e-07,5.1e-06,8.2e-06,8.2e-06,5.1e-06,3.4e-08,7.8e-10,4.9e-05,2.2e-05,AMO,"Otto Matic",15179,1983-09-10,2025-04-01,1470,,,0,.45704,,,,,,,,,
20003553,"  3553 Mera (1985 JA)",,770,0.293,3553,Mera,,Y,N,0,16.40,,,,,,,,,3.1944,,,,,,,,,408,2461000.5,61000,2025-11-21.0,J2000,0.3200,1.645,1.118,36.77,232.49,288.90,116.62,2.17,0.4673,2460750.94,2025-03-16.4,2.11,114,3.18,4.02,5.6e-09,8.1e-10,8.9e-09,1.8e-07,3.9e-07,9.3e-07,1.6e-06,1.1e-09,3.4e-10,3.2e-06,5.7e-07,AMO,"Otto Matic",14686,1985-05-11,2025-07-26,2287,,,0,.45326,,,,,,,,,
20003554,"  3554 Amun (1986 EB)",3.341,351,0.25,3554,Amun,,Y,N,0,15.91,,,,,,,,0.074,2.53001,,0.707,0.235,,,,,0.02,265,2461000.5,61000,2025-11-21.0,J2000,0.2806,0.974,0.701,23.36,358.60,359.41,276.71,1.25,1.025,2461081.73,2026-02-10.2,0.961,97.2,4.19,6.11,3.3e-09,1.7e-10,3.3e-09,1.4e-07,2.2e-07,6.5e-07,1.3e-06,2.2e-10,2.7e-10,1.3e-06,9.3e-08,ATE,"Otto Matic",12044,1986-03-04,2019-02-23,1979,,,0,.51991,,,,,,,,,
20003671,"  3671 Dionysus (1984 KD)",1.5,1.19e+03,0.015,3671,Dionysus,,Y,Y,1,16.49,,,,,,,,0.16,2.7053,,,,,Cb,,,,212,2461000.5,61000,2025-11-21.0,J2000,0.5438,2.197,1.002,13.53,82.02,204.43,252.10,3.39,0.3026,2461357.07,2026-11-12.5,3.26,5.83,1.83,3.43,1.9e-08,1.0e-09,4.2e-08,3.9e-06,1.4e-05,1.5e-05,4.8e-06,1.6e-09,2.2e-10,1.6e-05,8.5e-07,APO,"Otto Matic",14798,1984-05-27,2024-12-01,1125,,,0,.39244,,,,,,,,,
20003691,"  3691 Bede (1982 FT)",4.3,863,0.35,3691,Bede,,Y,N,0,14.93,,,,,,,,0.515,226.8,,,,,Xc,,,,"JPL 766",2461000.5,61000,2025-11-21.0,J2000,0.2845,1.774,1.270,20.35,348.69,235.06,151.90,2.28,0.4171,2460636.28,2024-11-21.7,2.36,136,2.83,3.98,9.1e-10,3.4e-10,1.6e-09,4.6e-08,1.1e-07,2.2e-07,4.6e-07,4.4e-10,1.2e-10,1.0e-06,2.5e-07,AMO,"Otto Matic",18380,1975-06-09,2025-10-04,8120,,,0,.31403,,,,,,,,,
20003752,"  3752 Camillo (1985 PA)",2.306,614,0.0778,3752,Camillo,,Y,N,0,15.15,,,,,,,,0.210,37.846,,,,,,,,0.09,"JPL 565",2461000.5,61000,2025-11-21.0,J2000,0.3015,1.414,0.987,55.56,147.95,312.23,243.34,1.84,0.5864,2461199.44,2026-06-07.9,1.68,30.3,3.39,4.24,4.5e-10,1.3e-10,6.2e-10,1.1e-07,1.4e-07,1.2e-07,2.3e-07,1.6e-10,7.8e-11,4.1e-07,8.1e-08,APO,"Otto Matic",18145,1976-01-28,2025-10-02,3246,4,4,0,.3316,,,,,,,,,
20003753,"  3753 Cruithne (1986 TO)",2.071,364,0.0703,3753,Cruithne,,Y,N,0,15.44,,,,,,,,0.365,27.3099,,,,,Q,,,0.11,"JPL 298",2461000.5,61000,2025-11-21.0,J2000,0.5149,0.9978,0.484,19.80,126.19,43.88,344.36,1.51,0.9889,2461016.31,2025-12-06.8,0.997,27.4,3.52,5.92,1.5e-08,1.7e-10,1.5e-08,5.8e-07,1.3e-06,1.4e-06,3.0e-06,2.6e-10,2.5e-10,3.0e-06,9.3e-08,ATE,"Otto Matic",18980,1973-10-17,2025-10-04,1657,,,0,.44281,,,,,,,,,
20003757,"  3757 Anagolay (1982 XB)",0.5,908,0.0366,3757,Anagolay,,Y,Y,0,19.01,,,,,,,,0.18,9.012,,0.859,0.522,,,S,,,58,2461000.5,61000,2025-11-21.0,J2000,0.4459,1.835,1.017,3.87,74.93,17.24,92.37,2.65,0.3967,2460767.64,2025-04-02.1,2.48,14.3,2.58,3.9,4.2e-08,2.2e-09,7.7e-08,5.4e-06,6.0e-05,6.3e-05,1.3e-05,3.2e-09,7.2e-10,3.3e-05,1.6e-06,APO,"Otto Matic",15208,1982-12-14,2024-08-03,211,0,2,0,.71517,,,,,,,,,
20003838,"  3838 Epona (1986 WA)",,674,0.159,3838,Epona,,Y,N,0,15.63,,,,,,,,,2.3812,,,,,,,,,"JPL 279",2461000.5,61000,2025-11-21.0,J2000,0.7027,1.505,0.447,29.20,235.46,49.73,79.35,2.56,0.5339,2460851.89,2025-06-25.3,1.85,61.9,2.88,4.13,5.7e-09,1.8e-09,8.7e-09,3.4e-07,6.9e-07,1.1e-06,4.4e-06,3.0e-09,9.4e-10,7.9e-06,1.2e-06,APO,"Otto Matic",14185,1986-11-30,2025-10-01,1863,,,0,.50637,,,,,,,,,
20003908,"  3908 Nyx (1980 PA)",1.0,978,0.0567,3908,Nyx,,Y,N,0,17.45,,,,,,,,0.23,4.42601,,,,,V,V,,0.15,258,2461000.5,61000,2025-11-21.0,J2000,0.4590,1.928,1.043,2.19,261.19,126.66,312.97,2.81,0.3682,2461128.23,2026-03-28.7,2.68,22.1,2.65,3.78,2.5e-09,2.3e-09,4.8e-09,7.2e-07,2.7e-05,2.7e-05,3.3e-06,3.3e-09,6.6e-10,9.2e-06,1.7e-06,AMO,Giorgini,16395,1980-08-06,2025-06-26,1985,15,1,0,.37938,,,,1.1e-14,2.3e-15,,,,
20003988,"  3988 Huma (1986 LA)",0.7,701,0.177,3988,Huma,,Y,N,0,17.94,,,,,,,,,10.53,,,,,,,,,151,2461000.5,61000,2025-11-21.0,J2000,0.3167,1.545,1.055,10.77,229.78,86.96,161.68,2.03,0.5134,2460685.58,2025-01-10.0,1.92,68.9,3.3,4.38,1.1e-08,2.0e-09,1.7e-08,3.5e-07,1.8e-06,2.5e-06,5.0e-06,2.6e-09,9.8e-10,9.1e-06,1.3e-06,AMO,"Otto Matic",13904,1986-06-04,2024-06-28,680,,,0,.536,,,,,,,,,
20004015,"  4015 Wilson-Harrington (1979 VA)",4,1.55e+03,0.043,4015,Wilson-Harrington,,Y,Y,0,16.19,,,,,,,,0.05,3.5736,,0.666,0.279,,,CF,,0.50,333,2461000.5,61000,2025-11-21.0,J2000,0.6309,2.626,0.969,2.80,266.72,95.52,274.40,4.28,0.2316,2461370.13,2026-11-25.6,4.26,16.7,1.22,3.08,2.4e-08,3.4e-09,6.4e-08,3.9e-06,6.8e-05,6.8e-05,2.4e-06,5.5e-09,4.4e-10,1.1e-05,3.0e-06,APO,"Otto Matic",27524,1949-11-19,2025-03-29,1521,,,0,.37015,,,,,,,,,
20004034,"  4034 Vishnu (1986 PA)",0.42,398,0.0191,4034,Vishnu,,Y,Y,0,18.49,,,,,,,,0.52,44.4,,,,,O,,,,192,2461000.5,61000,2025-11-21.0,J2000,0.4440,1.059,0.589,11.17,157.86,296.70,261.95,1.53,0.9039,2461108.97,2026-03-09.4,1.09,7.44,3.69,5.71,2.8e-08,2.2e-09,2.9e-08,2.5e-06,1.6e-05,1.5e-05,7.3e-06,3.2e-09,2.8e-09,8.2e-06,1.2e-06,APO,"Otto Matic",14206,1986-08-02,2025-06-24,1296,0,1,0,.39675,,,,-3.7e-14,4.0e-15,,,,
20004055,"  4055 Magellan (1985 DO2)",2.49,897,0.239,4055,Magellan,,Y,N,0,14.93,,,,,,,,0.31,7.475,,,,,V,V,,,"JPL 881",2461000.5,61000,2025-11-21.0,J2000,0.3260,1.82,1.227,23.25,164.81,154.38,67.87,2.41,0.4013,2460831.38,2025-06-04.8,2.46,93,3,3.89,6.7e-10,7.2e-10,1.1e-09,7.0e-08,1.9e-07,2.6e-07,1.0e-06,9.6e-10,2.4e-10,2.4e-06,5.3e-07,AMO,"Otto Matic",14866,1985-01-21,2025-10-04,11042,,,0,.2938,,,,,,,,,
20004179,"  4179 Toutatis (1989 AC)",5.4,1.48e+03,0.00651,4179,Toutatis,,Y,Y,0,15.29,0.10,,,,,,1.70x2.03x4.26,0.405,176.,,,,,Sk,,,,716,2461000.5,61000,2025-11-21.0,J2000,0.6247,2.543,0.954,0.45,125.37,277.86,76.89,4.13,0.243,2460684.12,2025-01-08.6,4.06,2.54,1.29,3.14,1.3e-09,6.1e-10,3.6e-09,1.8e-07,2.2e-05,2.2e-05,3.6e-07,9.8e-10,8.7e-11,1.4e-06,5.3e-07,APO,"Otto Matic",33325,1934-02-10,2025-05-08,7111,35,27,0,.26406,,-3.2e-13,9.3e-14,-7.6e-15,9.8e-16,,,,
20004183,"  4183 Cuno (1959 LM)",3.651,1.02e+03,0.0284,4183,Cuno,,Y,Y,0,14.16,,,,,,,,0.097,3.5595,,,,,Sq,,,0.10,"JPL 690",2461000.5,61000,2025-11-21.0,J2000,0.6362,1.981,0.721,6.67,294.35,237.02,317.37,3.24,0.3535,2461121.08,2026-03-21.5,2.79,11,1.8,3.57,8.6e-10,1.6e-10,1.7e-09,7.1e-08,4.8e-07,5.3e-07,4.8e-07,2.5e-10,4.2e-11,1.4e-06,1.2e-07,APO,"Otto Matic",24227,1959-06-05,2025-10-03,4001,1,0,0,.4289,,,,,,,,,
20004197,"  4197 Morpheus (1982 TA)",1.8,1.27e+03,0.0985,4197,Morpheus,,Y,N,0,14.97,,,,,,,,0.37,3.538,,,,,Sq,,,,206,2461000.5,61000,2025-11-21.0,J2000,0.7725,2.295,0.522,12.60,6.98,122.58,110.47,4.07,0.2834,2460610.71,2024-10-27.2,3.48,38.3,1.27,3.09,2.0e-08,2.0e-09,4.7e-08,3.8e-06,8.8e-06,9.4e-06,3.4e-06,3.5e-09,3.7e-10,1.2e-05,1.7e-06,APO,"Otto Matic",25868,1954-09-03,2025-06-30,1212,4,2,0,.46511,,,,,,,,,
20004257,"  4257 Ubasti (1987 QA)",,772,0.169,4257,Ubasti,,Y,N,0,15.98,,,,,,,,,4.4,,,,,,,,,"JPL 407",2461000.5,61000,2025-11-21.0,J2000,0.4684,1.647,0.876,40.72,169.14,278.96,347.43,2.42,0.4662,2461027.46,2025-12-17.9,2.11,65.7,3.37,3.91,5.4e-09,1.3e-09,8.6e-09,2.2e-07,9.6e-07,1.6e-06,2.2e-06,1.9e-09,5.4e-10,4.6e-06,8.9e-07,APO,"Otto Matic",13922,1987-08-23,2025-10-04,2327,,,0,.47317,,,,,,,,,
20004341,"  4341 Poseidon (1987 KF)",3.177,907,0.194,4341,Poseidon,,Y,N,0,16.08,,,,,,,,0.054,6.262,,,,,O,,,0.65,185,2461000.5,61000,2025-11-21.0,J2000,0.6801,1.834,0.587,11.84,108.02,15.83,202.70,3.08,0.3968,2461396.97,2026-12-22.4,2.48,75.5,2.04,3.69,1.5e-09,2.4e-09,2.5e-09,3.6e-07,7.9e-07,6.1e-07,2.6e-06,4.1e-09,7.9e-10,7.3e-06,1.8e-06,APO,"Otto Matic",13943,1987-05-29,2025-07-31,926,,,0,.55268,,,,,,,,,
20004401,"  4401 Aditi (1985 TB)",1.801,1.52e+03,0.335,4401,Aditi,,Y,N,0,16.12,,,,,,,,0.343,6.67,,,,,,,,0.54,223,2461000.5,61000,2025-11-21.0,J2000,0.5634,2.584,1.128,26.62,22.75,68.19,228.35,4.04,0.2373,2461555.29,2027-05-29.7,4.15,130,2.24,3.06,3.1e-09,1.4e-09,8.5e-09,4.5e-07,3.4e-07,9.8e-07,5.6e-07,2.2e-09,1.9e-10,2.7e-06,1.2e-06,AMO,"Otto Matic",13625,1985-10-14,2023-02-02,1318,,,0,.48928,,,,,,,,,
20004450,"  4450 Pan (1987 SY)",,633,0.0287,4450,Pan,,Y,Y,0,17.28,,,,,,,,,56.48,,,,,,,,,"JPL 266",2461000.5,61000,2025-11-21.0,J2000,0.5866,1.442,0.596,5.52,311.67,292.00,59.71,2.29,0.5691,2460895.57,2025-08-08.0,1.73,11.2,2.76,4.46,2.0e-08,2.5e-09,2.8e-08,3.1e-06,2.0e-05,1.9e-05,1.0e-05,3.9e-09,1.5e-09,1.8e-05,1.6e-06,APO,"Otto Matic",32370,1937-02-06,2025-09-22,1544,1,0,0,.43447,,,,,,,,,
20004486,"  4486 Mithra (1987 SB)",1.849,1.2e+03,0.0459,4486,Mithra,,Y,Y,0,15.61,,,,,,,"2.35 x 1.65 x 1.44",0.297,67.5,,,,,,,,0.02,374,2461000.5,61000,2025-11-21.0,J2000,0.6600,2.206,0.750,3.03,82.18,169.26,276.29,3.66,0.3007,2461278.84,2026-08-26.3,3.28,17.9,1.39,3.33,1.3e-08,8.0e-10,2.9e-08,1.6e-06,4.3e-05,4.3e-05,2.3e-06,1.3e-09,1.6e-10,7.7e-06,6.5e-07,APO,Giorgini,13851,1987-01-29,2024-12-31,1923,8,9,0,.34817,,,,,,,,,
20004487,"  4487 Pocahontas (1987 UA)",,831,0.219,4487,Pocahontas,,Y,N,0,17.48,,,,,,,,,,,,,,,,,,194,2461000.5,61000,2025-11-21.0,J2000,0.2965,1.73,1.217,16.41,198.10,173.97,269.08,2.24,0.433,2461210.49,2026-06-18.9,2.28,85.2,3.22,4.06,3.9e-08,3.3e-09,6.8e-08,4.5e-06,1.1e-05,1.3e-05,1.1e-05,4.3e-09,1.3e-09,2.6e-05,2.4e-06,AMO,"Otto Matic",13728,1987-09-24,2025-04-25,803,,,0,.49204,,,,,,,,,
20004503,"  4503 Cleobulus (1989 WM)",,1.62e+03,0.304,4503,Cleobulus,,Y,N,0,15.82,,,,,,,,,2.8164,,,,,Sq,,,,228,2461000.5,61000,2025-11-21.0,J2000,0.5248,2.704,1.285,2.51,45.94,76.24,16.50,4.12,0.2217,2460926.09,2025-09-07.5,4.45,118,1.01,3.15,6.9e-09,2.9e-09,1.9e-08,1.4e-07,4.8e-06,5.4e-06,1.3e-06,4.4e-09,3.5e-10,5.9e-06,2.6e-06,AMO,"Otto Matic",16043,1980-12-30,2024-12-02,1409,,,0,.56039,,,,,,,,,
20004544,"  4544 Xanthus (1989 FB)",1.3,389,0.173,4544,Xanthus,,Y,N,0,17.37,,,,,,,,,37.65,,,,,,,,,450,2461000.5,61000,2025-11-21.0,J2000,0.2501,1.042,0.781,14.14,23.94,333.84,5.14,1.30,0.9266,2460994.95,2025-11-15.4,1.06,67.5,4.14,5.83,2.3e-08,7.1e-10,2.4e-08,2.7e-06,6.8e-06,1.0e-05,1.1e-05,8.8e-10,9.4e-10,1.2e-05,3.9e-07,APO,"Otto Matic",13171,1989-03-30,2025-04-21,2631,0,1,0,.36661,,,,,,,,,
20004581,"  4581 Asclepius (1989 FC)",,378,0.00385,4581,Asclepius,,Y,Y,0,20.74,,,,,,,,,8.008,,,,,,,,,112,2461000.5,61000,2025-11-21.0,J2000,0.3569,1.023,0.658,4.92,180.20,255.39,233.38,1.39,0.9532,2461133.34,2026-04-02.8,1.03,1.5,3.88,5.91,6.0e-08,5.4e-09,5.8e-08,2.5e-06,2.0e-05,2.0e-05,2.6e-05,7.3e-09,7.5e-09,2.8e-05,3.0e-06,APO,"Otto Matic",11706,1989-03-31,2021-04-18,424,2,2,0,.47405,,,,-3.6e-14,6.0e-15,,,,
20004596,"  4596 (1981 QB)",,1.22e+03,0.296,4596,,,Y,N,0,16.45,,,,,,,,,2.49101,,,,,,,,,128,2461000.5,61000,2025-11-21.0,J2000,0.5200,2.239,1.075,37.07,154.18,248.43,47.83,3.40,0.2941,2460837.87,2025-06-11.3,3.35,115,2.87,3.22,5.5e-08,6.2e-09,1.2e-07,7.1e-06,9.5e-06,1.2e-05,1.3e-05,9.5e-09,1.2e-09,4.2e-05,5.1e-06,AMO,"Otto Matic",15718,1981-08-28,2024-09-09,930,,,0,.40877,,,,,,,,,
20004660,"  4660 Nereus (1982 DB)",0.33,661,0.00416,4660,Nereus,,Y,Y,0,18.75,,,,,,,,0.55,15.1749,,,,,Xe,,,0.05,277,2461000.5,61000,2025-11-21.0,J2000,0.3588,1.485,0.952,1.45,313.11,159.54,49.82,2.02,0.5446,2460909.03,2025-08-21.5,1.81,1.62,3.11,4.5,5.7e-10,3.6e-09,3.1e-09,1.7e-07,9.1e-06,9.9e-06,2.1e-06,4.9e-09,2.0e-09,3.6e-06,2.4e-06,APO,"Otto Matic",15434,1981-09-30,2024-01-02,4994,20,17,0,.20923,,,,1.4e-14,6.6e-15,,,,
20004688,"  4688 (1980 WF)",0.6,1.22e+03,0.108,4688,,,Y,N,0,19.60,,,,,,,,0.18,,,0.930,0.463,,V,QU,,,71,2461000.5,61000,2025-11-21.0,J2000,0.5179,2.233,1.077,6.37,241.23,213.83,163.46,3.39,0.2954,2460447.07,2024-05-16.5,3.34,42.1,1.86,3.44,4.0e-08,6.6e-09,9.0e-08,5.0e-06,2.8e-05,3.2e-05,7.2e-06,1.0e-08,1.3e-09,2.3e-05,5.4e-06,AMO,"Otto Matic",14739,1980-11-29,2021-04-07,332,,,0,.43788,,,,-3.8e-14,8.0e-15,,,,
20004769,"  4769 Castalia (1989 PB)",1.4,400,0.0203,4769,Castalia,,Y,Y,0,17.40,,,,,,,,0.092,4.095,,,,,,,,,165,2461000.5,61000,2025-11-21.0,J2000,0.4832,1.063,0.549,8.89,325.50,121.45,323.77,1.58,0.8992,2461040.79,2025-12-31.2,1.1,7.89,3.67,5.68,3.9e-08,1.2e-09,4.2e-08,5.3e-06,1.0e-05,1.1e-05,4.9e-06,1.8e-09,1.5e-09,5.5e-06,6.7e-07,APO,"Otto Matic",13146,1989-08-01,2025-07-29,654,8,6,0,.36331,,,,-8.6e-15,1.0e-15,,,,
20004947,"  4947 Ninkasi (1988 TJ1)",,586,0.15,4947,Ninkasi,,Y,N,0,18.09,,,,,,,,,21.1,,,,,Sq,,,,204,2461000.5,61000,2025-11-21.0,J2000,0.1684,1.37,1.139,15.65,215.42,192.96,30.36,1.60,0.6146,2460951.10,2025-10-02.5,1.6,58.2,3.78,4.77,3.6e-08,4.3e-09,4.9e-08,3.9e-06,8.9e-06,1.4e-05,1.4e-05,5.0e-09,2.9e-09,2.3e-05,2.7e-06,AMO,"Otto Matic",17364,1978-02-17,2025-09-02,846,,,0,.40253,,,,-2.9e-14,7.3e-15,,,,
20004953,"  4953 (1990 MU)",,754,0.0245,4953,,,Y,Y,0,14.88,,,,,,,,,14.218,,,,,,,,,"JPL 480",2461000.5,61000,2025-11-21.0,J2000,0.6575,1.621,0.555,24.38,77.53,77.93,115.98,2.69,0.4774,2460757.55,2025-03-23.0,2.06,9.52,2.74,3.98,1.6e-09,4.1e-10,2.6e-09,7.9e-08,2.3e-07,2.9e-07,5.8e-07,6.8e-10,1.8e-10,1.1e-06,2.9e-07,APO,"Otto Matic",18686,1974-07-21,2025-09-17,3345,0,2,0,.34069,,,,,,,,,
20004954,"  4954 Eric (1990 SQ)",10.8,1.03e+03,0.194,4954,Eric,,Y,N,0,12.56,,,,,,,,0.176,12.056,,,,,S,,,,"JPL 994",2461000.5,61000,2025-11-21.0,J2000,0.4494,2.001,1.102,17.43,358.40,52.62,127.17,2.90,0.3481,2460635.17,2024-11-20.6,2.83,75.6,2.7,3.66,6.1e-10,5.8e-10,1.2e-09,2.8e-08,1.3e-07,3.4e-07,4.8e-07,8.4e-10,1.5e-10,1.4e-06,4.5e-07,AMO,"Otto Matic",18292,1975-06-07,2025-07-06,7342,,,0,.36179,,,,,,,,,
20004957,"  4957 Brucemurray (1990 XJ)",3.499,715,0.425,4957,Brucemurray,,Y,N,0,15.05,,,,,,,,0.132,2.892,,,,,S,,,0.10,"JPL 280",2461000.5,61000,2025-11-21.0,J2000,0.2188,1.565,1.223,35.01,254.88,97.46,351.78,1.91,0.5032,2461016.84,2025-12-07.3,1.96,165,3.59,4.2,2.2e-09,2.2e-10,3.5e-09,6.2e-08,1.3e-07,6.0e-07,8.9e-07,2.6e-10,1.0e-10,1.8e-06,1.5e-07,AMO,"Otto Matic",18103,1976-03-11,2025-10-03,2551,,,0,.41809,,,,,,,,,
20005011,"  5011 Ptah (6743 P-L)",,764,0.0241,5011,Ptah,,Y,Y,0,16.66,,,,,,,,,56.3,,,,,,,,,"JPL 173",2461000.5,61000,2025-11-21.0,J2000,0.5002,1.636,0.818,7.41,10.62,105.96,2.07,2.45,0.471,2460996.11,2025-11-16.6,2.09,9.38,2.7,4.14,4.0e-08,2.3e-09,6.6e-08,3.8e-06,2.9e-05,2.9e-05,6.6e-06,3.4e-09,9.8e-10,1.4e-05,1.6e-06,APO,"Otto Matic",23750,1960-09-24,2025-10-03,725,,,0,.5149,,,,,,,,,
20005131,"  5131 (1990 BG)",,662,0.276,5131,,,Y,N,0,14.83,,,,,,,,,37.2,,,,,S,,,,423,2461000.5,61000,2025-11-21.0,J2000,0.5689,1.486,0.641,36.45,110.33,135.88,215.72,2.33,0.544,2461265.72,2026-08-13.2,1.81,107,3.02,4.21,5.0e-10,2.6e-10,7.9e-10,8.3e-08,1.3e-07,1.6e-07,4.1e-07,4.0e-10,1.4e-10,8.1e-07,1.7e-07,APO,"Otto Matic",16563,1978-12-06,2024-04-11,2662,,,0,.531,,,,,,,,,
20005143,"  5143 Heracles (1991 VL)",4.843,908,0.0575,5143,Heracles,,Y,N,1,14.06,,,,,,,,0.227,2.7063,,,,,O,,,0.38,"JPL 805",2461000.5,61000,2025-11-21.0,J2000,0.7712,1.835,0.420,8.98,309.10,228.21,204.12,3.25,0.3966,2461393.56,2026-12-19.0,2.49,22.4,1.81,3.58,7.5e-10,8.6e-10,1.4e-09,7.7e-08,3.6e-07,3.5e-07,9.3e-07,1.5e-09,2.8e-10,2.6e-06,6.4e-07,APO,"Otto Matic",26239,1953-11-30,2025-10-02,4953,1,0,0,.41948,,,,,,,,,
